name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc001bwf.2	chr1	-	33327868	33336414	33329894	33333974	6	33327868,33330264,33333353,33333790,33334482,33336253,	33329900,33330398,33333443,33333989,33334598,33336414,	NP_715637	uc001bwf.2
uc001bwg.3	chr1	-	33327868	33338082	33330210	33333974	5	33327868,33333353,33333790,33334482,33337994,	33330398,33333443,33333989,33334594,33338082,	Q8NAU1-3	uc001bwg.3
uc001bwh.3	chr1	+	33352097	33360247	33354499	33359463	4	33352097,33354478,33359124,33359365,	33352116,33354877,33359230,33360247,	P84074	uc001bwh.3
uc001bwi.1	chr1	-	33360195	33366953	33360405	33366839	6	33360195,33360905,33361155,33361510,33363726,33366823,	33360480,33361040,33361344,33361570,33363920,33366953,	Q969K7	uc001bwi.1
uc001bwj.1	chr1	-	33360195	33366953	33360405	33366839	5	33360195,33360905,33361155,33363726,33366823,	33360480,33361040,33361245,33363920,33366953,	Q969K7-3	uc001bwj.1
uc001bwk.1	chr1	-	33360195	33366953	33360405	33366839	5	33360195,33360905,33361155,33363726,33366823,	33360480,33361040,33361344,33363920,33366953,	Q969K7-2	uc001bwk.1
uc001bwm.4	chr1	-	33402049	33430286	33402888	33430286	9	33402049,33403997,33407852,33409619,33411114,33412002,33413822,33415169,33429651,	33402910,33404129,33408060,33409760,33411229,33412165,33413964,33415375,33430286,	E9PAW6	uc001bwm.4
uc010oho.2	chr1	-	33402049	33430286	33402406	33430286	9	33402049,33403997,33407852,33409619,33411114,33412002,33413822,33415169,33429651,	33402860,33404129,33408060,33409760,33411229,33412165,33413967,33415375,33430286,	Q6ZMZ0	uc010oho.2
uc010ohp.2	chr1	-	33402049	33430286	33402406	33430286	9	33402049,33403997,33407852,33409619,33411114,33412002,33413822,33415169,33429651,	33402860,33404129,33408060,33409760,33411229,33412165,33413964,33415375,33430286,	G3XA82	uc010ohp.2
uc001bwn.3	chr1	+	33452675	33498070	33452675	33452675	2	33452675,33496635,	33452920,33498070,		uc001bwn.3
uc001bwq.2	chr1	-	33473540	33502512	33476429	33490117	8	33473540,33478807,33480122,33486967,33487193,33490042,33497144,33502336,	33476434,33479003,33480195,33487062,33487304,33490168,33497262,33502512,	P54819-2	uc001bwq.2
uc010ohq.2	chr1	-	33473540	33502512	33476429	33502429	7	33473540,33478807,33480122,33486991,33487193,33490042,33502336,	33476434,33479003,33480195,33487062,33487304,33490168,33502512,	P54819-5	uc010ohq.2
uc001bwo.2	chr1	-	33473540	33502512	33476429	33502429	7	33473540,33478807,33480122,33486967,33487193,33490042,33502336,	33476434,33479003,33480195,33487062,33487304,33490168,33502512,	P54819-2	uc001bwo.2
uc009vud.2	chr1	-	33473540	33502512	33476429	33502429	6	33473540,33478807,33480122,33486967,33487193,33502336,	33476434,33479003,33480195,33487062,33487304,33502512,	F8VY04	uc009vud.2
uc010ohr.2	chr1	-	33476825	33502512	33478781	33490117	7	33476825,33480122,33486967,33487193,33490042,33497144,33502336,	33479003,33480195,33487062,33487304,33490168,33497262,33502512,	P54819	uc010ohr.2
uc001bwp.2	chr1	-	33476825	33502512	33478781	33502429	6	33476825,33480122,33486967,33487193,33490042,33502336,	33479003,33480195,33487062,33487304,33490168,33502512,	P54819	uc001bwp.2
uc001bwr.3	chr1	+	33546713	33585995	33547850	33585783	12	33546713,33546988,33547201,33547778,33549554,33557650,33558882,33560148,33562307,33563667,33583502,33585644,	33546895,33547109,33547413,33547955,33549728,33557823,33559017,33560314,33562470,33563780,33583717,33585995,	Q96A70	uc001bwr.3
uc001bws.3	chr1	+	33546713	33585995	33547850	33585783	11	33546713,33546991,33547778,33549554,33557650,33558882,33560148,33562307,33563667,33583502,33585644,	33546895,33547109,33547955,33549728,33557823,33559017,33560314,33562470,33563780,33583717,33585995,	Q96A70	uc001bws.3
uc009vue.3	chr1	+	33546713	33585995	33547850	33585783	11	33546713,33546988,33547778,33549554,33557650,33558882,33560148,33562307,33563667,33583502,33585644,	33546895,33547109,33547955,33549728,33557823,33559017,33560314,33562470,33563780,33583717,33585995,	Q96A70	uc009vue.3
uc001bwt.1	chr1	+	33546713	33586131	33557656	33583721	10	33546713,33546991,33547778,33549554,33557650,33558882,33560148,33562307,33563667,33583502,	33546895,33547109,33548743,33549728,33557823,33559017,33560314,33562470,33563780,33586131,	Q96A70	uc001bwt.1
uc001bwu.3	chr1	+	33546748	33585995	33557656	33585783	9	33546748,33549554,33557650,33558882,33560148,33562307,33563667,33583502,33585644,	33547109,33549728,33557823,33559017,33560314,33562470,33563780,33583717,33585995,	Q96A70	uc001bwu.3
uc001bwv.3	chr1	+	33546748	33585995	33557656	33585783	8	33546748,33557650,33558882,33560148,33562307,33563667,33583502,33585644,	33547109,33557823,33559017,33560314,33562470,33563780,33583717,33585995,	Q96A70	uc001bwv.3
uc001bwx.1	chr1	+	33547259	33586131	33549518	33583721	7	33547259,33557650,33558882,33560148,33562307,33563667,33583502,	33549728,33557823,33559017,33560314,33562470,33563780,33586131,	Q96A70	uc001bwx.1
uc009vuf.1	chr1	+	33547778	33567493	33547850	33567493	5	33547778,33549554,33562307,33563667,33567433,	33547955,33549728,33562470,33563780,33567493,	Q96A70-5	uc009vuf.1
uc001bwy.1	chr1	+	33547778	33567493	33558883	33567493	8	33547778,33549554,33557650,33558845,33560148,33562307,33563667,33567433,	33547955,33549728,33557823,33559017,33560314,33562470,33563780,33567493,	Q96A70-3	uc001bwy.1
uc001bwz.1	chr1	+	33547778	33567493	33547850	33567493	8	33547778,33549554,33557650,33558882,33560148,33562307,33563667,33567433,	33547955,33549728,33557823,33559017,33560314,33562470,33563780,33567493,	Q96A70-3	uc001bwz.1
uc009vug.3	chr1	+	33547778	33585995	33547850	33585783	9	33547778,33549554,33557650,33558882,33560148,33562307,33563607,33583502,33585644,	33547955,33549728,33557823,33559017,33560314,33562470,33563780,33583717,33585995,	Q96A70-2	uc009vug.3
uc001bxa.1	chr1	-	33607471	33608831	33607471	33607471	1	33607471,	33608831,		uc001bxa.1
uc001bxb.3	chr1	-	33611002	33647671	33612777	33647033	5	33611002,33623853,33625288,33631071,33646625,	33613328,33623969,33625545,33631167,33647671,	Q9BVG3	uc001bxb.3
uc001bxc.1	chr1	+	33722173	33766320	33736175	33764647	9	33722173,33736087,33741700,33741948,33745724,33747187,33760537,33760747,33764530,	33722255,33736213,33741764,33742195,33746058,33747412,33760616,33760906,33766320,	Q5T0B9	uc001bxc.1
uc031plq.1	chr1	-	33772366	33786699	33772366	33786699	5	33772366,33777652,33778101,33778407,33786676,	33773054,33777790,33778191,33778491,33786699,	NP_001073907	uc031plq.1
uc001bxe.1	chr1	-	33789223	33815499	33790465	33799843	7	33789223,33794470,33795671,33796948,33797875,33799690,33815197,	33790620,33794747,33795813,33797063,33798005,33799893,33815499,	Q8IXK0-2	uc001bxe.1
uc001bxf.1	chr1	-	33789223	33815499	33791425	33799788	8	33789223,33791395,33794470,33795671,33796948,33797875,33799785,33815197,	33790620,33791562,33794747,33795813,33797063,33798005,33799893,33815499,	Q8IXK0-3	uc001bxf.1
uc001bxg.1	chr1	-	33789223	33841194	33790465	33841140	14	33789223,33794470,33795671,33796948,33797875,33799690,33820001,33820441,33832716,33834136,33836021,33836617,33837889,33840966,	33790620,33794747,33795813,33797063,33798005,33799893,33820167,33820854,33833029,33834223,33836186,33836695,33838048,33841194,	Q8IXK0	uc001bxg.1
uc001bxh.1	chr1	-	33789223	33841194	33790465	33841140	13	33789223,33794470,33795671,33796948,33797875,33799690,33820001,33820438,33832716,33836021,33836617,33837889,33840966,	33790620,33794747,33795813,33797063,33798005,33799893,33820167,33820854,33833029,33836186,33836695,33838048,33841194,	B7ZLY0	uc001bxh.1
uc009vuh.1	chr1	-	33789223	33896216	33790465	33841140	15	33789223,33794470,33795671,33796948,33797875,33799690,33820001,33820438,33832716,33834136,33836021,33836617,33837889,33840966,33895781,	33790620,33794747,33795813,33797063,33798005,33799893,33820167,33820854,33833029,33834223,33836186,33836695,33838048,33841194,33896216,	A8KA40	uc009vuh.1
uc021okw.1	chr1	-	33797993	33798093	33797993	33797993	1	33797993,	33798093,		uc021okw.1
uc021okx.1	chr1	-	33802166	33802465	33802166	33802166	1	33802166,	33802465,		uc021okx.1
uc001bxi.1	chr1	-	33832716	33896615	33832717	33841140	7	33832716,33834136,33836021,33836617,33837889,33840966,33896576,	33833029,33834223,33836186,33836695,33838048,33841194,33896615,	NP_932157	uc001bxi.1
uc001bxj.4	chr1	+	33938231	33961995	33944889	33961076	8	33938231,33944779,33954064,33954714,33955117,33956624,33958786,33959817,	33938288,33945306,33954251,33954791,33955202,33957302,33959215,33961995,	NP_660281	uc001bxj.4
uc001bxk.2	chr1	+	33938251	33958212	33944889	33957322	4	33938251,33944779,33954064,33956624,	33938292,33945306,33954251,33958212,	P17040-4	uc001bxk.2
uc009vui.3	chr1	+	33938251	33961995	33944889	33961076	8	33938251,33944779,33954064,33954714,33955117,33956624,33958789,33959817,	33938292,33945306,33954251,33954791,33955202,33957302,33959215,33961995,	P17040-3	uc009vui.3
uc001bxm.1	chr1	-	33979608	34630875	33985117	34630698	71	33979608,33985064,33985411,33987062,33988906,33990481,33992795,33998649,33999395,34002621,34003035,34006124,34006729,34008319,34011636,34015776,34023333,34024899,34033192,34034973,34037131,34038105,34042895,34046352,34049241,34052103,34052687,34066464,34067968,34070881,34076640,34080103,34082505,34083098,34087766,34088969,34090118,34090650,34092085,34099021,34100813,34101959,34112247,34117922,34123545,34128489,34158529,34164352,34166116,34174688,34180186,34181885,34189796,34190116,34190949,34192147,34204740,34208880,34238169,34254200,34258023,34276343,34285313,34286069,34291297,34312484,34383694,34401360,34498194,34554577,34630511,	33982170,33985277,33985550,33987150,33989019,33990643,33992858,33998829,33999507,34002695,34003209,34006298,34006909,34008496,34011819,34015950,34023522,34025073,34033441,34035147,34037326,34038291,34043084,34046499,34049430,34052217,34052768,34066610,34068146,34071070,34076850,34080220,34082575,34083217,34087871,34089066,34090243,34090854,34092181,34099135,34100930,34102154,34112435,34118061,34123737,34128692,34158656,34164544,34166273,34174858,34180375,34182101,34189913,34190305,34191137,34192286,34204935,34209207,34238352,34254313,34258127,34276465,34285438,34286157,34291375,34312597,34383902,34401555,34498307,34554794,34630875,	E7EUA6	uc001bxm.1
uc001bxn.1	chr1	-	33979608	34631443	33985117	34631414	70	33979608,33985064,33985411,33987062,33988906,33990481,33992795,33998649,33999395,34002621,34003035,34006124,34006729,34008319,34011636,34015776,34033192,34034973,34037131,34038105,34042895,34046352,34049241,34052103,34052687,34066464,34067968,34070881,34071462,34076640,34080103,34082505,34083098,34087766,34088969,34090118,34090650,34092085,34099021,34100813,34101959,34112247,34117922,34123545,34128489,34158529,34164352,34166116,34174688,34180186,34181885,34189796,34190116,34190949,34192147,34204740,34208880,34238169,34254200,34258023,34276343,34285313,34286069,34291297,34312484,34383694,34401360,34498194,34554577,34631347,	33982170,33985277,33985550,33987150,33989019,33990643,33992858,33998829,33999507,34002695,34003209,34006298,34006909,34008496,34011819,34015950,34033366,34035147,34037326,34038291,34043084,34046499,34049430,34052217,34052768,34066610,34068146,34071070,34071588,34076850,34080220,34082575,34083217,34087871,34089066,34090243,34090854,34092181,34099135,34100930,34102154,34112435,34118061,34123737,34128692,34158656,34164544,34166273,34174858,34180375,34182101,34189913,34190305,34191137,34192286,34204935,34209207,34238352,34254313,34258127,34276465,34285438,34286157,34291375,34312597,34383902,34401555,34498307,34554794,34631443,	Q7Z408	uc001bxn.1
uc001bxo.1	chr1	-	34057406	34175104	34058060	34174883	24	34057406,34066464,34067968,34070881,34076640,34080103,34082505,34083098,34087766,34088969,34090118,34090650,34092085,34099021,34100813,34101959,34112247,34117922,34123545,34128489,34158529,34164352,34166116,34174688,	34058089,34066610,34068146,34071070,34076850,34080220,34082575,34083217,34087871,34089066,34090243,34090854,34092181,34099135,34100930,34102154,34112435,34118061,34123737,34128692,34158656,34164544,34166273,34175104,	Q7Z408-2	uc001bxo.1
uc001bxp.3	chr1	+	34326075	34330392	34329792	34330353	2	34326075,34328465,	34326491,34330392,	Q8WW32	uc001bxp.3
uc001bxq.3	chr1	+	34329679	34330392	34330014	34330353	2	34329679,34329863,	34329778,34330392,	Q8WW32	uc001bxq.3
uc021oky.1	chr1	+	34329792	34330353	34329792	34330353	1	34329792,	34330353,	Q8WW32	uc021oky.1
uc001bxr.3	chr1	+	34334556	34351059	34334556	34334556	8	34334556,34334803,34336472,34341066,34343770,34347763,34350170,34350686,	34334650,34334938,34336609,34341193,34343951,34347835,34350415,34351059,		uc001bxr.3
uc001bxs.4	chr1	+	34632623	34684731	34663075	34684362	7	34632623,34662825,34666372,34667684,34673757,34677810,34684286,	34632772,34663514,34666633,34667860,34673835,34678007,34684731,	NP_116273	uc001bxs.4
uc001bxt.3	chr1	+	34642552	34684731	34643390	34684362	7	34642552,34662825,34666372,34667684,34673757,34677810,34684286,	34643710,34663514,34666633,34667860,34673835,34678007,34684731,	Q6P1W5	uc001bxt.3
uc001bxu.4	chr1	+	35220647	35224113	35222931	35223753	2	35220647,35222907,	35220796,35224113,	O95377	uc001bxu.4
uc021okz.1	chr1	+	35222931	35223753	35222931	35223753	1	35222931,	35223753,	O95377	uc021okz.1
uc001bxv.1	chr1	+	35225341	35229325	35226855	35227656	2	35225341,35226533,	35225389,35229325,	Q9NTQ9	uc001bxv.1
uc001bxw.4	chr1	+	35226855	35227656	35226855	35227656	1	35226855,	35227656,	Q9NTQ9	uc001bxw.4
uc021ola.1	chr1	-	35244163	35244247	35244163	35244163	1	35244163,	35244247,		uc021ola.1
uc001bxx.3	chr1	+	35246789	35251967	35250363	35251176	2	35246789,35250338,	35247379,35251967,	O75712	uc001bxx.3
uc001bxy.3	chr1	+	35247910	35251967	35250363	35251176	2	35247910,35250338,	35248043,35251967,	O75712	uc001bxy.3
uc001bxz.4	chr1	+	35250363	35251176	35250363	35251176	1	35250363,	35251176,	O75712	uc001bxz.4
uc009vul.3	chr1	+	35258170	35261348	35258194	35260816	2	35258170,35259797,	35258405,35261348,	P35212	uc009vul.3
uc001bya.3	chr1	+	35258598	35261348	35259814	35260816	2	35258598,35259797,	35258669,35261348,	P35212	uc001bya.3
uc009vum.1	chr1	+	35258599	35260816	35259814	35260816	2	35258599,35259702,	35258800,35260816,	P35212	uc009vum.1
uc021olb.1	chr1	+	35259814	35260816	35259814	35260816	1	35259814,	35260816,	P35212	uc021olb.1
uc021olc.1	chr1	-	35315962	35324646	35321299	35321578	3	35315962,35322156,35324440,	35321583,35322340,35324646,	Q96EX1	uc021olc.1
uc021old.1	chr1	-	35315962	35325338	35321299	35321578	2	35315962,35325055,	35321583,35325338,	Q96EX1	uc021old.1
uc001byb.3	chr1	-	35315962	35325417	35321299	35321578	2	35315962,35325277,	35321583,35325417,	Q96EX1	uc001byb.3
uc021ole.1	chr1	-	35321299	35321578	35321299	35321578	1	35321299,	35321578,	Q96EX1	uc021ole.1
uc001byc.3	chr1	-	35331036	35370984	35331683	35370984	10	35331036,35332648,35333136,35334205,35350578,35351078,35351672,35365269,35365668,35369877,	35331902,35332792,35333228,35334690,35350664,35351392,35351886,35365342,35365874,35370984,	O95886	uc001byc.3
uc021olf.1	chr1	-	35441299	35444307	35441972	35442947	3	35441299,35443531,35444278,	35443003,35443685,35444307,		uc021olf.1
uc001byd.4	chr1	-	35441299	35450948	35441972	35442947	2	35441299,35450798,	35443003,35450948,		uc001byd.4
uc001bye.3	chr1	-	35447126	35450948	35447544	35450906	3	35447126,35449367,35450798,	35447720,35449548,35450948,	Q8NCS4	uc001bye.3
uc001byf.1	chr1	-	35449367	35497291	35449522	35496240	16	35449367,35457834,35469568,35470732,35472551,35474352,35476047,35476358,35477490,35478031,35480297,35480588,35484953,35485983,35496147,35497231,	35449548,35457988,35469606,35470873,35472699,35474525,35476198,35476637,35477606,35478182,35480489,35480763,35485203,35486068,35496314,35497291,	O95789-1	uc001byf.1
uc021olg.1	chr1	-	35451765	35469606	35452704	35454621	3	35451765,35457834,35469568,	35455912,35457988,35469606,	O95789-5	uc021olg.1
uc001byh.3	chr1	-	35451766	35497569	35452704	35496240	16	35451766,35457834,35469568,35470732,35472551,35474352,35476047,35476358,35477490,35478031,35480297,35480588,35484953,35485983,35496147,35497415,	35454536,35457988,35469606,35470873,35472699,35474525,35476198,35476637,35477606,35478182,35480489,35480763,35485203,35486068,35496314,35497569,	O95789	uc001byh.3
uc010oht.2	chr1	-	35451766	35497569	35452704	35485090	15	35451766,35457834,35469568,35470732,35472551,35474352,35476047,35476358,35477490,35478031,35480297,35480588,35484953,35485983,35497415,	35454536,35457988,35469606,35470873,35472699,35474525,35476198,35476637,35477606,35478182,35480489,35480763,35485203,35486068,35497569,	O95789	uc010oht.2
uc009vup.3	chr1	-	35455580	35497569	35455859	35480609	14	35455580,35457834,35469568,35470732,35472551,35474352,35476047,35476358,35477490,35478031,35480297,35480588,35485983,35497415,	35455915,35457988,35469606,35470873,35472699,35474525,35476198,35476637,35477606,35478182,35480489,35480763,35486068,35497569,	O95789-1	uc009vup.3
uc009vuq.1	chr1	-	35457412	35497569	35457697	35496240	15	35457412,35469568,35470732,35472551,35474352,35476047,35476358,35477490,35478031,35480297,35480588,35484953,35485983,35496147,35497415,	35457988,35469606,35470873,35472699,35474525,35476198,35476637,35477606,35478182,35480489,35480763,35485203,35486068,35496314,35497569,	O95789	uc009vuq.1
uc009vur.1	chr1	-	35470732	35497291	35470733	35480609	12	35470732,35472551,35474352,35476047,35476358,35477490,35478031,35480297,35480588,35485983,35496147,35497231,	35470873,35472699,35474525,35476198,35476637,35477606,35478182,35480489,35480763,35486068,35496357,35497291,	O95789-1	uc009vur.1
uc001byi.2	chr1	-	35482850	35497291	35484868	35496240	5	35482850,35485983,35496147,35496867,35497231,	35485203,35486068,35496314,35496938,35497291,	O95789-4	uc001byi.2
uc001byj.2	chr1	-	35482850	35497291	35484868	35496240	4	35482850,35485983,35496147,35497231,	35485203,35486068,35496314,35497291,	O95789-4	uc001byj.2
uc001byk.2	chr1	-	35482850	35497569	35484868	35496240	4	35482850,35485983,35496147,35497415,	35485203,35486068,35496314,35497569,	O95789-4	uc001byk.2
uc001byl.1	chr1	+	35544971	35566700	35559588	35563264	4	35544971,35559514,35561419,35562917,	35545043,35559684,35561492,35566700,		uc001byl.1
uc009vus.1	chr1	+	35544971	35570370	35544971	35544971	8	35544971,35558920,35559514,35561419,35562917,35564951,35569895,35570157,	35545043,35559042,35559684,35561492,35563167,35565048,35570070,35570370,		uc009vus.1
uc001bym.3	chr1	+	35544971	35581455	35559588	35580860	10	35544971,35559514,35561419,35562917,35569895,35570157,35575894,35577372,35577687,35578577,	35545043,35559684,35561492,35563167,35570070,35570370,35576048,35577513,35577731,35581455,	Q5SVZ6	uc001bym.3
uc001byn.3	chr1	+	35544971	35581455	35559588	35580860	11	35544971,35558994,35559514,35561419,35562917,35569895,35570157,35575894,35577372,35577687,35578577,	35545043,35559042,35559684,35561492,35563167,35570070,35570370,35576048,35577513,35577731,35581455,	Q5SVZ6	uc001byn.3
uc010ohu.2	chr1	+	35544971	35581455	35559588	35580860	10	35544971,35559514,35561419,35562917,35569895,35570157,35575894,35577429,35577687,35578577,	35545043,35559684,35561492,35563167,35570070,35570370,35576048,35577513,35577731,35581455,	B4DSJ9	uc010ohu.2
uc001byo.3	chr1	+	35544971	35581455	35577491	35580860	11	35544971,35558920,35559514,35561419,35562917,35569895,35570157,35575894,35577376,35577687,35578577,	35545043,35559042,35559684,35561492,35563167,35570070,35570370,35576048,35577513,35577731,35581455,	Q5SVZ6	uc001byo.3
uc009vut.3	chr1	+	35544971	35581455	35562973	35580860	9	35544971,35561419,35562917,35569895,35570157,35575894,35577372,35577687,35578577,	35545043,35561492,35563167,35570070,35570370,35576048,35577513,35577731,35581455,	Q5SVZ6	uc009vut.3
uc001byq.3	chr1	-	35641980	35646083	35641980	35641980	3	35641980,35642919,35643589,	35642075,35643000,35646083,		uc001byq.3
uc001byp.3	chr1	-	35641980	35646083	35641980	35641980	3	35641980,35642919,35643589,	35642072,35643000,35646083,		uc001byp.3
uc001bys.3	chr1	-	35649200	35658743	35650056	35658650	10	35649200,35652601,35652803,35653573,35654603,35654786,35656098,35656294,35656941,35657822,	35650194,35652723,35652852,35653691,35654688,35654983,35656194,35656596,35657130,35658743,	P23246	uc001bys.3
uc001byt.3	chr1	+	35734567	35887545	35734647	35885278	30	35734567,35790960,35824525,35826794,35827219,35835629,35835972,35846859,35847146,35851042,35851674,35852603,35853054,35854510,35855548,35857812,35858247,35859195,35862152,35862977,35864013,35864464,35865082,35870623,35870973,35873608,35879572,35881066,35884043,35885070,	35734686,35791006,35825047,35826856,35827390,35835714,35836228,35847034,35847359,35851193,35851790,35852879,35853205,35854683,35855699,35857953,35858285,35859340,35862271,35863146,35864067,35864644,35865177,35870795,35871069,35873760,35879684,35881315,35884173,35887545,	Q5VZL5	uc001byt.3
uc009vuu.3	chr1	+	35734567	35887545	35824536	35885278	31	35734567,35761527,35790960,35824525,35826794,35827219,35835629,35835972,35846859,35847146,35851042,35851674,35852603,35853054,35854510,35855548,35857812,35858247,35859195,35862152,35862977,35864013,35864464,35865082,35870623,35870973,35873608,35879572,35881066,35884043,35885070,	35734686,35761589,35791006,35825047,35826856,35827390,35835714,35836228,35847034,35847359,35851193,35851790,35852879,35853205,35854683,35855699,35857953,35858285,35859340,35862271,35863146,35864067,35864644,35865177,35870795,35871069,35873760,35879684,35881315,35884173,35887545,	Q5VZL5	uc009vuu.3
uc001byu.3	chr1	+	35734567	35887545	35836019	35885278	27	35734567,35790960,35835629,35835972,35846859,35847146,35851042,35851674,35852603,35853054,35854510,35855548,35857812,35858247,35859195,35862152,35862977,35864013,35864464,35865082,35870623,35870973,35873608,35879572,35881066,35884043,35885070,	35734686,35791006,35835714,35836228,35847034,35847359,35851193,35851790,35852879,35853205,35854683,35855699,35857953,35858285,35859340,35862271,35863146,35864067,35864644,35865177,35870795,35871069,35873760,35879684,35881315,35884173,35887545,	Q5VZL5	uc001byu.3
uc009vuv.3	chr1	+	35824525	35887545	35827333	35885278	29	35824525,35825196,35826794,35827219,35835629,35835972,35846859,35847146,35851042,35851674,35852603,35853054,35854510,35855548,35857812,35858247,35859195,35862152,35862977,35864013,35864464,35865082,35870623,35870973,35873608,35879572,35881066,35884043,35885070,	35825047,35825378,35826856,35827390,35835714,35836228,35847034,35847359,35851193,35851790,35852879,35853205,35854683,35855699,35857953,35858285,35859340,35862271,35863146,35864067,35864644,35865177,35870795,35871069,35873760,35879684,35881315,35884173,35887545,	Q5VZL5	uc009vuv.3
uc031plr.1	chr1	+	35833677	35835012	35833677	35833677	1	35833677,	35835012,		uc031plr.1
uc001byw.3	chr1	-	35899090	35920237	35900494	35920053	12	35899090,35906647,35907846,35908506,35909761,35913773,35915467,35915958,35917228,35919157,35919962,35920214,	35900682,35906739,35907937,35908629,35909904,35913933,35915606,35916110,35917392,35919290,35920086,35920237,	Q8IZA0-3	uc001byw.3
uc001byx.3	chr1	-	35899090	36023037	35900494	36020092	21	35899090,35906647,35907846,35908506,35909761,35913773,35915467,35915958,35917228,35919157,35919962,35921613,35925905,35928221,35932208,35936463,35940405,35944566,35972212,36019950,36022807,	35900682,35906739,35907937,35908629,35909904,35913933,35915606,35916110,35917377,35919290,35920086,35921842,35926038,35928314,35932296,35936561,35940507,35944813,35972736,36020120,36023037,	Q8IZA0	uc001byx.3
uc010ohv.1	chr1	-	35904142	35936561	35906618	35936502	15	35904142,35907846,35908506,35909761,35913773,35915467,35915958,35917228,35919157,35919962,35921613,35925905,35928221,35932208,35936463,	35906739,35907937,35908629,35909904,35913933,35915606,35916110,35917377,35919290,35920086,35921842,35926038,35928314,35932296,35936561,	Q8IZA0-2	uc010ohv.1
uc010ohw.2	chr1	-	35925974	36023551	35925974	35925974	8	35925974,35928221,35932208,35940405,35944566,35972212,36019950,36023311,	35926034,35928314,35932296,35940507,35944813,35972736,36020120,36023551,		uc010ohw.2
uc010ohx.1	chr1	-	35932208	36023003	35932276	36020092	6	35932208,35940405,35944566,35972212,36019950,36022648,	35932296,35940507,35944813,35972736,36020120,36023003,	B4DYG9	uc010ohx.1
uc001bza.3	chr1	+	36023392	36032380	36023791	36031264	8	36023392,36023756,36024707,36025926,36027992,36028802,36029367,36030827,	36023484,36023824,36024848,36026895,36028234,36029027,36029510,36032380,	Q9UBB6	uc001bza.3
uc001bzb.3	chr1	+	36023392	36032380	36023791	36031264	7	36023392,36024707,36025926,36027992,36028802,36029367,36030827,	36023824,36024848,36026895,36028234,36029027,36029510,36032380,	Q9UBB6	uc001bzb.3
uc001bzc.3	chr1	+	36023392	36032380	36024725	36031264	7	36023392,36024707,36025926,36027992,36028802,36029367,36030827,	36023484,36024848,36026895,36028234,36029027,36029510,36032380,	NP_001014841	uc001bzc.3
uc001bzd.2	chr1	-	36035412	36107445	36042937	36107033	7	36035412,36042922,36070833,36074846,36096874,36101910,36106942,	36040299,36043093,36070883,36075009,36096945,36102033,36107445,	Q59FJ0	uc001bzd.2
uc010ohy.2	chr1	+	36038970	36060927	36039178	36060277	7	36038970,36039527,36040549,36053930,36055530,36056234,36059994,	36039205,36040010,36040601,36054153,36055649,36056376,36060927,	Q6VUC0	uc010ohy.2
uc021olh.1	chr1	-	36065142	36097138	36068867	36074943	5	36065142,36070833,36074846,36096874,36097036,	36068975,36070883,36075009,36096945,36097138,	NP_001186709	uc021olh.1
uc010ohz.2	chr1	-	36065142	36107152	36068867	36107033	6	36065142,36070833,36074846,36096874,36101910,36107017,	36068975,36070883,36075009,36096945,36102033,36107152,	B7Z478	uc010ohz.2
uc001bzf.2	chr1	-	36065142	36107445	36068867	36107033	6	36065142,36070833,36074846,36096874,36101910,36106942,	36068975,36070883,36075009,36096945,36102033,36107445,	P49721	uc001bzf.2
uc001bzh.1	chr1	-	36179476	36184790	36181232	36181922	2	36179476,36184307,	36181927,36184790,	Q8TAB5	uc001bzh.1
uc021oli.1	chr1	-	36181232	36181922	36181232	36181922	1	36181232,	36181922,	Q8TAB5	uc021oli.1
uc001bzi.3	chr1	-	36197712	36235551	36202096	36235471	25	36197712,36202514,36202939,36203592,36204055,36204736,36204965,36208741,36209055,36211051,36212366,36213507,36214005,36215067,36215233,36216850,36219345,36225942,36226696,36227598,36228004,36228760,36229866,36230818,36235447,	36202207,36202676,36203022,36203698,36204183,36204858,36205130,36208842,36209131,36211163,36212593,36213662,36214205,36215132,36215412,36217107,36219537,36226517,36226805,36227671,36228082,36228922,36230315,36230927,36235551,	Q9HAW4	uc001bzi.3
uc009vux.3	chr1	-	36197712	36235551	36202096	36235471	24	36197712,36202514,36202939,36203592,36204055,36204736,36204965,36208741,36209055,36211051,36212366,36213507,36214005,36215067,36215233,36216850,36225942,36226696,36227598,36228004,36228760,36229866,36230818,36235447,	36202207,36202676,36203022,36203698,36204183,36204858,36205130,36208842,36209131,36211163,36212593,36213662,36214205,36215132,36215412,36217107,36226517,36226805,36227671,36228082,36228922,36230315,36230927,36235551,	Q9HAW4-2	uc009vux.3
uc001bzj.2	chr1	+	36273827	36323490	36274017	36319206	18	36273827,36282482,36288462,36290913,36291279,36291526,36292348,36297027,36297412,36297657,36298037,36299590,36301434,36306765,36307216,36315757,36316454,36319097,	36274036,36282648,36288583,36291095,36291416,36291661,36292436,36297175,36297532,36297786,36298171,36299775,36301594,36307081,36307351,36315859,36316654,36323490,	Q9HCK5	uc001bzj.2
