# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_DOWNSTREAM	variants_effect_NON_SYNONYMOUS_CODING	variants_effect_START_LOST	variants_effect_STOP_GAINED	variants_effect_SYNONYMOUS_CODING	variants_effect_UPSTREAM	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
CFBS_0679	CFBS_0679	YP_008005515.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0680	CFBS_0680	YP_008005516.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0696	CFBS_0696	YP_008005532.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0697	CFBS_0697	YP_008005533.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0698	CFBS_0698	YP_008005534.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0699	CFBS_0699	YP_008005535.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0712	CFBS_0712	YP_008005548.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0713	CFBS_0713	YP_008005549.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0714	CFBS_0714	YP_008005550.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0715	CFBS_0715	YP_008005551.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0716	CFBS_0716	YP_008005552.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0719	CFBS_0719	YP_008005555.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0721	CFBS_0721	YP_008005557.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0722	CFBS_0722	YP_008005558.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0725	CFBS_0725	YP_008005561.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0726	CFBS_0726	YP_008005562.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0727	CFBS_0727	YP_008005563.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0728	CFBS_0728	YP_008005564.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0731	CFBS_0731	YP_008005567.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0732	CFBS_0732	YP_008005568.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0733	CFBS_0733	YP_008005569.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0734	CFBS_0734	YP_008005570.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0749	CFBS_0749	YP_008005585.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0753	CFBS_0753	YP_008005589.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0761	CFBS_0761	YP_008005597.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_0762	CFBS_0762	YP_008005598.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_0766	CFBS_0766	YP_008005602.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0767	CFBS_0767	YP_008005603.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_0772	CFBS_0772	YP_008005608.1		0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	753	0	0	0	0	0	0
CFBS_0773	CFBS_0773	YP_008005609.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0774	CFBS_0774	YP_008005610.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0775	CFBS_0775	YP_008005611.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0776	CFBS_0776	YP_008005612.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0777	CFBS_0777	YP_008005613.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0778	CFBS_0778	YP_008005614.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0779	CFBS_0779	YP_008005615.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0801	CFBS_0801	YP_008005637.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0802	CFBS_0802	YP_008005638.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0804	CFBS_0804	YP_008005640.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0805	CFBS_0805	YP_008005641.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0806	CFBS_0806	YP_008005642.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0808	CFBS_0808	YP_008005644.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0809	CFBS_0809	YP_008005645.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_0813	CFBS_0813	YP_008005649.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0814	CFBS_0814	YP_008005650.1		0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	624	0	0	0	0	0	0
CFBS_0815	CFBS_0815	YP_008005651.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0818	CFBS_0818	YP_008005654.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_0821	CFBS_0821	YP_008005657.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0822	CFBS_0822	YP_008005658.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0824	CFBS_0824	YP_008005660.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0825	CFBS_0825	YP_008005661.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0835	CFBS_0835	YP_008005671.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0836	CFBS_0836	YP_008005672.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0837	CFBS_0837	YP_008005673.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0838	CFBS_0838	YP_008005674.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0840	CFBS_0840	YP_008005676.1		0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1008	0	0	0	0	0	0
CFBS_0842	CFBS_0842	YP_008005678.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0843	CFBS_0843	YP_008005679.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0863	CFBS_0863	YP_008005699.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0864	CFBS_0864	YP_008005700.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0866	CFBS_0866	YP_008005702.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_0867	CFBS_0867	YP_008005703.1		0	0	1	1	1	1	0	0	0	0	1	0	5000	1	0	1056	0	0	0	0	0	0
CFBS_0868	CFBS_0868	YP_008005704.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_0869	CFBS_0869	YP_008005706.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_0870	CFBS_0870	YP_008005705.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_0871	CFBS_0871	YP_008005707.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_0872	CFBS_0872	YP_008005708.1		0	0	1	1	1	1	0	0	0	0	1	0	5000	1	0	816	0	0	0	0	0	0
CFBS_0873	CFBS_0873	YP_008005709.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0874	CFBS_0874	YP_008005710.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0875	CFBS_0875	YP_008005711.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0876	CFBS_0876	YP_008005712.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0878	CFBS_0878	YP_008005714.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0879	CFBS_0879	YP_008005715.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0881	CFBS_0881	YP_008005717.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0883	CFBS_0883	YP_008005719.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_0884	CFBS_0884	YP_008005720.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_0885	CFBS_0885	YP_008005721.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_0888	CFBS_0888	YP_008005724.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0889	CFBS_0889	YP_008005725.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0892	CFBS_0892	YP_008005728.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0913	CFBS_0913	YP_008005749.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0914	CFBS_0914	YP_008005750.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0915	CFBS_0915	YP_008005751.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0917	CFBS_0917	YP_008005753.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0918	CFBS_0918	YP_008005754.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0919	CFBS_0919	YP_008005755.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0928	CFBS_0928	YP_008005764.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0930	CFBS_0930	YP_008005766.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0931	CFBS_0931	YP_008005767.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0932	CFBS_0932	YP_008005768.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0933	CFBS_0933	YP_008005769.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0934	CFBS_0934	YP_008005770.1		0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1065	0	0	0	0	0	0
CFBS_0936	CFBS_0936	YP_008005772.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0937	CFBS_0937	YP_008005773.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0941	CFBS_0941	YP_008005777.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0943	CFBS_0943	YP_008005779.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_0944	CFBS_0944	YP_008005780.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_0945	CFBS_0945	YP_008005781.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0946	CFBS_0946	YP_008005782.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0947	CFBS_0947	YP_008005783.1		0	1	1	0	0	1	0	0	1	0	0	0	0	2	0	528	0	0	0	0	0	0
CFBS_0952	CFBS_0952	YP_008005788.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_0958	CFBS_0958	YP_008005794.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0959	CFBS_0959	YP_008005795.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0960	CFBS_0960	YP_008005796.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0961	CFBS_0961	YP_008005797.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0962	CFBS_0962	YP_008005798.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0963	CFBS_0963	YP_008005799.1		0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1272	0	0	0	0	0	0
CFBS_0964	CFBS_0964	YP_008005800.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0965	CFBS_0965	YP_008005801.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0966	CFBS_0966	YP_008005802.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0967	CFBS_0967	YP_008005803.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_0968	CFBS_0968	YP_008005804.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0985	CFBS_0985	YP_008005821.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_0986	CFBS_0986	YP_008005822.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1003	CFBS_1003	YP_008005839.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1004	CFBS_1004	YP_008005840.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1005	CFBS_1005	YP_008005841.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1008	CFBS_1008	YP_008005844.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1009	CFBS_1009	YP_008005845.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1028	CFBS_1028	YP_008005864.1		0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	5000
CFBS_1029	CFBS_1029	YP_008005865.1		0	0	0	6	6	0	0	0	0	0	6	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1030	CFBS_1030	YP_008005866.1		0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	5000
CFBS_1032	CFBS_1032	YP_008005868.1		0	0	0	6	6	0	0	0	0	0	6	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1038	CFBS_1038	YP_008005874.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1039	CFBS_1039	YP_008005875.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1040	CFBS_1040	YP_008005876.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1042	CFBS_1042	YP_008005878.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1043	CFBS_1043	YP_008005879.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1044	CFBS_1044	YP_008005880.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1077	CFBS_1077	YP_008005913.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1078	CFBS_1078	YP_008005914.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1079	CFBS_1079	YP_008005915.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1080	CFBS_1080	YP_008005916.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1081	CFBS_1081	YP_008005917.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1151	CFBS_1151	YP_008005987.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1153	CFBS_1153	YP_008005989.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1154	CFBS_1154	YP_008005990.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1157	CFBS_1157	YP_008005993.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1158	CFBS_1158	YP_008005994.1		0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	129	0	0	0	0	0	0
CFBS_1193	CFBS_1193	YP_008006029.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1194	CFBS_1194	YP_008006030.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1196	CFBS_1196	YP_008006032.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1197	CFBS_1197	YP_008006033.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1198	CFBS_1198	YP_008006034.1		0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1461	0	0	0	0	0	0
CFBS_1199	CFBS_1199	YP_008006035.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1201	CFBS_1201	YP_008006037.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1202	CFBS_1202	YP_008006038.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1204	CFBS_1204	YP_008006040.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1205	CFBS_1205	YP_008006041.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1206	CFBS_1206	YP_008006042.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1207	CFBS_1207	YP_008006043.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1208	CFBS_1208	YP_008006044.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1209	CFBS_1209	YP_008006045.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1210	CFBS_1210	YP_008006046.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1211	CFBS_1211	YP_008006047.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1212	CFBS_1212	YP_008006048.1		0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1017	0	0	0	0	0	0
CFBS_1213	CFBS_1213	YP_008006049.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1214	CFBS_1214	YP_008006050.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1221	CFBS_1221	YP_008006057.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1222	CFBS_1222	YP_008006058.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1223	CFBS_1223	YP_008006059.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1224	CFBS_1224	YP_008006060.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1225	CFBS_1225	YP_008006061.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1226	CFBS_1226	YP_008006062.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1227	CFBS_1227	YP_008006063.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1228	CFBS_1228	YP_008006064.1		0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	366	0	0	0	0	0	0
CFBS_1230	CFBS_1230	YP_008006067.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1231	CFBS_1231	YP_008006066.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1232	CFBS_1232	YP_008006068.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1233	CFBS_1233	YP_008006069.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1234	CFBS_1234	YP_008006070.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1235	CFBS_1235	YP_008006071.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1236	CFBS_1236	YP_008006072.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1269	CFBS_1269	YP_008006105.1		0	0	0	3	3	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1270	CFBS_1270	YP_008006106.1		0	0	0	5	5	0	0	0	0	0	5	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1272	CFBS_1272	YP_008006108.1		0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	5000
CFBS_1273	CFBS_1273	YP_008006109.1		0	0	0	6	6	0	0	0	0	0	6	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1274	CFBS_1274	YP_008006110.1		0	4	1	1	1	1	0	0	4	0	1	0	5000	5	0	1176	0	0	0	0	0	0
CFBS_1277	CFBS_1277	YP_008006113.1		0	0	0	7	6	0	0	0	0	1	6	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1278	CFBS_1278	YP_008006114.1		0	0	0	7	1	0	0	0	0	6	1	0	5000	0	0	0	0	0	0	6	0	5000
CFBS_1279	CFBS_1279	YP_008006115.1		0	0	0	7	6	0	0	0	0	1	6	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1281	CFBS_1281	YP_008006117.1		0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	585	0	0	0	0	0	0
CFBS_1282	CFBS_1282	YP_008006118.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1283	CFBS_1283	YP_008006119.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1285	CFBS_1285	YP_008006121.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_1287	CFBS_1287	YP_008006123.1		0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	975	0	0	0	0	0	0
CFBS_1288	CFBS_1288	YP_008006124.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1290	CFBS_1290	YP_008006126.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1291	CFBS_1291	YP_008006127.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1293	CFBS_1293	YP_008006129.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1294	CFBS_1294	YP_008006130.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1305	CFBS_1305	YP_008006141.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1306	CFBS_1306	YP_008006142.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_1308	CFBS_1308	YP_008006144.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_1310	CFBS_1310	YP_008006146.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
